packet,device,operation,datetime,unk1,F,clock,A,lat,N,lon,E,pitch,heading
548,imei:864895033864933,tracker,220324173825,,F,153825.00,A,4035.68359,N,02257.23166,E,4.481,233.55
549,imei:864895033864933,tracker,220324173827,,F,153827.00,A,4035.67907,N,02257.22828,E,10.458,199.26
550,imei:864895033864933,tracker,220324173827,,F,153827.00,A,4035.67907,N,02257.22828,E,10.458,199.26
551,imei:864895033864933,tracker,220324173841,,F,153841.00,A,4035.61520,N,02257.22550,E,8.965,228.65
552,imei:864895033864933,tracker,220324173842,,F,153842.00,A,4035.61470,N,02257.22240,E,8.681,248.21
553,imei:864895033864933,tracker,220324173843,,F,153843.00,A,4035.61496,N,02257.21941,E,8.464,268.09
554,imei:864895033864933,tracker,220324173845,,F,153845.00,A,4035.61774,N,02257.21464,E,9.151,311.13
555,imei:864895033864933,tracker,220324173857,,F,153857.00,A,4035.65043,N,02257.17082,E,13.843,314.83
556,imei:864895033864933,tracker,220324173912,,F,153912.00,A,4035.67004,N,02257.14710,E,3.472,287.32
557,imei:864895033864933,tracker,220324173912,,F,153912.00,A,4035.67004,N,02257.14710,E,3.472,287.32
558,imei:864895033864933,tracker,220324173915,,F,153915.00,A,4035.66700,N,02257.13877,E,10.500,236.18
559,imei:864895033864933,tracker,220324173927,,F,153927.00,A,4035.62603,N,02257.07612,E,19.094,221.65
560,imei:864895033864933,tracker,220324173942,,F,153942.00,A,4035.57101,N,02256.99583,E,18.133,226.24
561,imei:864895033864933,tracker,220324173957,,F,153957.00,A,4035.53700,N,02256.94907,E,5.708,229.72
562,imei:864895033864933,tracker,220324174012,,F,154012.00,A,4035.49400,N,02256.88809,E,19.689,222.91
563,imei:864895033864933,tracker,220324174027,,F,154027.00,A,4035.46918,N,02256.85445,E,0.351,0
564,imei:864895033864933,tracker,220324174042,,F,154042.00,A,4035.44007,N,02256.81197,E,20.445,226.81
565,imei:864895033864933,tracker,220324174057,,F,154057.00,A,4035.37611,N,02256.72355,E,18.704,228.60
566,imei:864895033864933,tracker,220324174112,,F,154112.00,A,4035.31558,N,02256.63639,E,24.968,227.52
567,imei:864895033864933,tracker,220324174127,,F,154127.00,A,4035.25222,N,02256.55086,E,21.707,226.86
568,imei:864895033864933,tracker,220324174142,,F,154142.00,A,4035.19558,N,02256.47343,E,15.603,233.20
569,imei:864895033864933,tracker,220324174157,,F,154157.00,A,4035.15900,N,02256.37481,E,29.029,238.08
570,imei:864895033864933,tracker,220324174212,,F,154212.00,A,4035.09775,N,02256.25979,E,28.896,221.99
571,imei:864895033864933,tracker,220324174227,,F,154227.00,A,4034.98917,N,02256.21930,E,24.063,189.40
572,imei:864895033864933,tracker,220324174242,,F,154242.00,A,4034.88100,N,02256.24441,E,27.251,156.44
573,imei:864895033864933,tracker,220324174257,,F,154257.00,A,4034.80431,N,02256.35178,E,25.688,119.10
574,imei:864895033864933,tracker,220324174312,,F,154312.00,A,4034.76023,N,02256.47346,E,24.021,114.40
575,imei:864895033864933,tracker,220324174327,,F,154327.00,A,4034.72354,N,02256.55171,E,6.570,127.47
576,imei:864895033864933,tracker,220324174342,,F,154342.00,A,4034.72266,N,02256.55434,E,0.043,0
577,imei:864895033864933,tracker,220324174357,,F,154357.00,A,4034.69685,N,02256.59669,E,15.284,128.65
578,imei:864895033864933,tracker,220324174412,,F,154412.00,A,4034.64989,N,02256.67383,E,18.227,128.49
579,imei:864895033864933,tracker,220324174427,,F,154427.00,A,4034.60804,N,02256.74233,E,16.339,129.50
580,imei:864895033864933,tracker,220324174442,,F,154442.00,A,4034.56518,N,02256.80957,E,19.175,129.65
581,imei:864895033864933,tracker,220324174457,,F,154457.00,A,4034.52616,N,02256.87056,E,20.417,130.13
582,imei:864895033864933,tracker,220324174512,,F,154512.00,A,4034.46506,N,02256.97122,E,26.806,130.31
583,imei:864895033864933,tracker,220324174527,,F,154527.00,A,4034.43652,N,02257.01903,E,0.139,0
584,imei:864895033864933,tracker,220324174542,,F,154542.00,A,4034.43676,N,02257.01843,E,0.055,0
585,imei:864895033864933,tracker,220324174557,,F,154557.00,A,4034.42990,N,02257.02939,E,12.848,127.37
586,imei:864895033864933,tracker,220324174612,,F,154612.00,A,4034.35193,N,02257.15357,E,27.467,129.63
587,imei:864895033864933,tracker,220324174627,,F,154627.00,A,4034.27991,N,02257.24926,E,24.947,145.71
588,imei:864895033864933,tracker,220324174632,,F,154632.00,A,4034.25874,N,02257.26919,E,12.890,120.82
589,imei:864895033864933,tracker,220324174634,,F,154634.00,A,4034.26045,N,02257.27853,E,15.051,66.47
590,imei:864895033864933,tracker,220324174642,,F,154642.00,A,4034.28793,N,02257.32871,E,28.807,53.64
591,imei:864895033864933,tracker,220324174657,,F,154657.00,A,4034.32660,N,02257.40935,E,9.162,100.22
592,imei:864895033864933,tracker,220324174657,,F,154657.00,A,4034.32660,N,02257.40935,E,9.162,100.22
593,imei:864895033864933,tracker,220324174712,,F,154712.00,A,4034.25794,N,02257.47976,E,16.894,147.16
594,imei:864895033864933,tracker,220324174715,,F,154715.00,A,4034.25390,N,02257.49027,E,9.901,99.33
595,imei:864895033864933,tracker,220324174727,,F,154727.00,A,4034.25676,N,02257.49766,E,0.068,0
596,imei:864895033864933,tracker,220324174742,,F,154742.00,A,4034.25686,N,02257.49777,E,0.880,0
597,imei:864895033864933,tracker,220324174757,,F,154757.00,A,4034.26555,N,02257.51369,E,0.121,0
598,imei:864895033864933,tracker,220324174812,,F,154812.00,A,4034.26572,N,02257.51424,E,0.258,0
599,imei:864895033864933,tracker,220324174827,,F,154827.00,A,4034.26487,N,02257.51446,E,0.128,0
600,imei:864895033864933,tracker,220324174837,,F,154837.00,A,4034.26882,N,02257.52040,E,9.044,26.96
601,imei:864895033864933,tracker,220324174839,,F,154839.00,A,4034.27444,N,02257.51934,E,9.193,340.28
602,imei:864895033864933,tracker,220324174842,,F,154842.00,A,4034.28244,N,02257.51127,E,12.676,321.07
603,imei:864895033864933,tracker,220324174857,,F,154857.00,A,4034.31242,N,02257.47949,E,12.685,322.50
604,imei:864895033864933,tracker,220324174912,,F,154912.00,A,4034.33794,N,02257.45476,E,4.463,321.00
605,imei:864895033864933,tracker,220324174916,,F,154916.00,A,4034.34145,N,02257.44629,E,7.191,276.54
606,imei:864895033864933,tracker,220324174919,,F,154919.00,A,4034.33772,N,02257.43992,E,9.049,220.36
607,imei:864895033864933,tracker,220324174927,,F,154927.00,A,4034.32164,N,02257.42676,E,3.883,201.93
608,imei:864895033864933,tracker,220324174929,,F,154929.00,A,4034.31891,N,02257.42636,E,5.660,176.54
609,imei:864895033864933,tracker,220324174942,,F,154942.00,A,4034.26511,N,02257.47469,E,18.757,144.83
610,imei:864895033864933,tracker,220324174946,,F,154946.00,A,4034.25331,N,02257.48358,E,7.977,168.67
611,imei:864895033864933,tracker,220324174948,,F,154948.00,A,4034.24965,N,02257.48122,E,7.587,207.88
612,imei:864895033864933,tracker,220324174957,,F,154957.00,A,4034.22973,N,02257.44366,E,14.198,236.22
613,imei:864895033864933,tracker,220324175010,,F,155010.00,A,4034.19614,N,02257.38996,E,7.774,208.01
614,imei:864895033864933,tracker,220324175012,,F,155012.00,A,4034.19264,N,02257.39084,E,8.640,170.50
615,imei:864895033864933,tracker,220324175022,,F,155022.00,A,4034.17617,N,02257.40588,E,3.378,118.10
616,imei:864895033864933,tracker,220324175024,,F,155024.00,A,4034.17685,N,02257.40943,E,6.887,78.49
617,imei:864895033864933,tracker,220324175027,,F,155027.00,A,4034.18113,N,02257.41737,E,8.734,59.32
618,imei:864895033864933,tracker,220324175042,,F,155042.00,A,4034.18291,N,02257.41806,E,0.343,0
619,imei:864895033864933,tracker,220324175057,,F,155057.00,A,4034.18377,N,02257.41907,E,0.796,0
620,imei:864895033864933,acc off,220324175100,,F,155100.00,A,4034.18393,N,02257.41923,E,0.190,0
621,imei:864895033864933,tracker,220324175112,,F,155112.00,A,4034.18260,N,02257.42049,E,0.020,0
622,imei:864895033864933,tracker,220324183059,,F,163059.00,A,4034.18066,N,02257.41691,E,,
